LWAGE	GRADE	UNION
2.24128437	11	1
2.013313293	15	0
1.962152481	15	0
2.275641	15	0
2.194917679	15	0
2.428337336	15	0
2.723037	15	0
2.966396332	15	0
3.065051794	15	0
1.564181328	12	0
1.683545828	12	0
1.690503359	12	0
1.660871625	12	0
1.698050618	12	0
1.671768188	12	0
1.635717511	12	0
1.786971	12	0
2.107189655	12	1
2.089011	12	1
2.042724	12	1
1.308155775	12	1
1.488152266	12	0
1.542818189	12	0
1.535134673	12	0
1.45433557	12	0
1.629912	11	1
1.775113	11	1
1.967256308	11	0
2.075186253	11	0
2.128833532	11	0
2.268419266	11	0
1.992139	11	0
2.421554565	11	0
1.786075711	12	0
2.280766	12	0
2.264266253	12	0
2.275456429	12	0
2.208132505	12	0
2.199852467	12	0
2.2069	12	0
2.476867	12	0
1.643386841	12	0
1.335580468	12	0
1.52281785	12	0
1.418851376	12	0
0.9039274	12	0
1.888564	12	0
1.78344965	12	0
1.698008299	12	0
1.838197231	12	0
1.817077279	12	1
1.671740294	12	0
1.572830558	12	0
1.682546377	12	0
1.583640218	12	0
1.773293138	12	0
1.861079	12	0
1.462888122	12	0
1.570217252	12	0
1.656601787	12	1
1.725410104	12	0
1.772158504	12	0
2.011084318	12	0
1.991016626	12	0
1.952050686	12	0
1.652095	11	0
1.489535	11	0
1.881175756	11	0
2.06103158	11	0
2.488836288	11	1
2.430938	11	1
2.534560442	11	1
2.069602489	11	1
2.165839434	12	0
2.3254	12	0
2.383650541	12	0
2.337211609	12	0
2.412507534	12	0
2.384146	12	0
2.35203	12	0
2.577756643	12	0
0.9726263	13	0
1.003104448	13	0
1.099635	13	0
1.21458447	13	0
1.319241762	13	0
1.389742494	13	0
1.573538	13	0
1.900699735	13	0
1.682627	12	0
1.661706328	12	0
1.755041838	12	0
1.753450751	12	1
1.618007898	12	0
1.648178697	12	0
1.745894194	12	0
1.727081895	12	0
1.939345479	14	0
2.120263577	14	0
2.160507	14	0
2.489254	14	0
2.37569356	14	0
2.295886755	14	0
2.299090147	14	0
2.581879377	14	0
1.386847258	12	0
2.127581835	12	0
0.9688702	12	0
1.163598895	12	0
1.35661912	12	0
1.416253328	12	0
1.214983225	12	1
1.639359474	12	0
0.683725059	12	0
1.078989	12	0
0.8396357	12	0
1.507569	12	0
1.020651698	12	0
0.5425978	12	0
0.114716314	12	0
0.312851757	12	0
1.626772165	12	0
1.880875	12	0
1.741196513	12	1
2.194788456	12	1
2.083836	12	0
1.91844821	12	0
2.156713724	12	0
1.985041	12	0
1.396706223	12	1
1.519825697	12	1
1.509153	12	1
1.645041585	12	1
1.549015	12	1
1.826956272	12	1
1.883680344	12	1
2.02366066	12	1
1.731417298	12	1
1.813759	12	0
1.700048327	12	1
1.939648867	12	1
1.935752749	12	0
2.099785	12	0
2.192046642	12	0
2.005143	12	0
2.821782589	12	0
2.179982662	12	0
2.309426546	12	0
2.251321316	12	0
2.352297	12	0
2.313848257	12	0
2.25342	12	0
2.405352592	12	0
1.23202455	11	0
1.366491675	11	0
1.690503359	11	0
1.660871625	11	0
1.555876136	11	0
-0.7141256	11	0
1.468481	11	0
0.5130058	11	0
1.959579587	13	1
1.893339276	13	0
3.096215725	13	1
1.910813332	13	1
1.615264416	13	0
2.076528	13	0
2.10754	13	0
2.155585289	13	0
1.655639	12	0
1.464256	12	0
1.00782752	12	0
1.477949262	12	0
0.6187202	12	0
2.225624	12	0
2.657730579	12	0
2.139191628	12	0
1.497270584	12	0
1.601716	12	0
1.504842877	12	0
1.798046827	12	0
1.652890205	12	0
1.763385415	12	0
1.722682	12	0
1.762060642	12	0
0.8915284	14	0
1.931021571	14	0
1.902649879	14	0
1.885374784	14	0
1.6787076	14	0
1.896358371	14	0
1.788370252	14	0
1.563827395	14	0
0.992524	10	0
2.345144749	10	1
1.680934	10	1
1.989654	10	0
2.448014259	10	1
2.450180292	10	1
2.172239304	10	1
2.415983677	10	1
1.587761521	11	1
1.609438	11	1
1.50818181	11	1
1.555511	11	1
1.549015	11	1
1.61643	11	0
1.825937	11	1
1.990435	11	1
1.55621314	13	0
0.422912031	13	0
0.7104341	13	0
0.9317217	13	0
-3.579078674	13	0
1.32275629	13	0
1.389700174	13	0
1.543499708	13	0
-0.372661352	10	0
0.6063144	10	0
0.8648805	10	0
0.5121712	10	0
0.6839116	10	0
0.9997493	10	0
1.434860587	10	0
1.17703557	10	0
0.8836852	12	0
1.424866676	12	0
1.365903616	12	0
1.391689	12	0
1.792189598	12	0
1.948283315	12	0
2.263611555	12	0
2.628963709	12	0
1.562727809	14	1
1.664497733	14	1
1.770546	14	0
1.786034703	14	0
2.001000166	14	0
1.648178697	14	1
2.125711	14	0
1.688419223	14	1
1.875813127	12	0
1.956676126	12	0
1.867254	12	0
2.174533	12	0
1.914497137	12	0
2.017925739	12	1
2.11765933	12	1
1.977629	12	1
1.570450902	12	0
1.562185	12	0
1.569976807	12	0
1.794119596	12	0
1.837172	12	0
1.813935	12	0
2.038395643	12	0
1.905903578	12	0
0.5968629	10	1
0.4749912	10	0
1.090265393	10	0
1.000002	10	1
0.8330531	10	1
1.401281118	10	1
1.734129429	10	1
1.882872	10	1
2.000043869	12	1
2.30771184	12	1
2.308812618	12	1
1.880415797	12	1
1.869900823	12	0
2.07919836	12	1
1.887449741	12	1
1.8094275	12	0
0.9975806	10	1
0.230986729	10	1
0.432260931	10	1
0.9741553	10	1
0.5122099	10	1
0.9484363	10	0
1.282688141	10	0
1.377866626	10	0
1.865393281	13	0
2.134249687	13	0
1.040896535	13	0
1.761967659	13	0
1.919158	13	0
2.257065535	13	0
2.111953735	13	0
1.892331481	13	0
1.175440669	13	0
1.411612153	13	0
1.615795	13	0
1.688940644	13	0
1.961550236	13	0
1.910543	13	0
2.018308878	13	0
2.282292366	13	0
1.568009496	12	0
1.395863771	12	1
1.380348444	12	1
1.494423389	12	1
1.394864321	12	1
1.44053936	12	1
1.596362472	12	1
1.619917	12	1
1.602506399	12	0
2.034989834	12	0
2.238628387	12	0
2.217671394	12	0
2.447831154	12	0
2.60369	12	0
2.355690479	12	0
2.186982155	12	0
0.8535585	11	0
0.892167	11	0
0.8500413	11	0
0.5909377	11	0
1.202973247	11	0
1.554618359	11	0
1.802115798	11	0
1.697930336	11	0
2.135247	15	0
2.222542286	15	0
2.135670185	15	0
2.236235619	15	0
2.347522736	15	0
2.414448261	15	0
0.049444925	15	0
2.623219	15	0
0.8193909	13	0
0.589594662	13	0
1.399766564	13	0
1.555511	13	0
1.618007898	13	0
1.607972264	13	0
1.61009264	13	0
1.197449684	13	0
1.039624929	14	0
1.359861135	14	0
1.260502	14	0
1.322710156	14	0
1.718771577	14	0
1.310399175	14	0
1.411624789	14	0
1.386204362	14	0
2.236457	13	1
2.376693	13	1
2.386539221	13	1
2.384628	13	0
2.400285	13	0
2.471379	13	0
2.264099836	13	0
2.282292366	13	0
2.070805311	12	1
1.988927484	12	1
1.978185415	12	1
2.088315487	12	1
2.128833532	12	1
2.207794428	12	1
2.475409	12	1
2.217754	12	1
1.417540312	12	0
1.478102	12	0
1.384883642	12	0
1.517770767	12	0
1.427654147	12	0
1.44053936	12	0
1.420471787	12	0
1.381505847	12	0
1.557642698	11	0
1.482438207	11	0
1.244216204	11	0
0.720826745	11	0
0.8070776	11	0
0.823104	11	0
1.109035611	11	0
2.238643646	11	0
1.447999597	12	0
1.7525388	12	0
1.547402501	12	0
2.043863773	12	0
2.152143717	12	0
2.267218	12	0
2.747342825	12	0
2.57718	12	0
0.7246637	10	0
1.794262648	10	0
1.161927581	10	0
1.459600091	10	0
1.028219938	10	0
1.303338289	10	0
1.649885	10	0
1.309185147	10	1
1.903118253	12	0
2.021071	12	0
1.895427704	12	0
2.122506857	12	0
1.880372167	12	0
1.992477417	12	0
1.964025378	12	0
1.929471	12	0
1.08799684	10	0
1.249144554	10	0
1.547402501	10	0
1.351703405	10	0
1.426116824	10	0
1.056600571	10	0
1.264222503	10	0
2.000009537	10	0
1.887124	12	0
1.481521249	12	0
1.217642	12	0
0.7375861	12	0
1.288773298	12	0
1.073505759	12	0
1.317172289	12	0
2.017049551	12	0
1.111002922	9	1
1.162092566	9	0
1.061894655	9	1
1.127573133	9	0
1.18918	9	0
1.222795	9	1
1.164667487	9	0
1.395894527	9	0
1.342639089	12	0
1.406497121	12	0
1.529702902	12	0
1.757596731	12	0
1.90569	12	0
1.966232	12	0
2.140417	12	0
2.175559282	12	0
1.26407671	11	0
1.278080821	11	0
0.999763	11	0
0.9654241	11	0
1.028619885	11	0
1.012998343	11	0
1.284339666	11	0
1.408174	11	1
1.551967859	14	0
2.128231764	14	0
2.757775784	14	0
1.509607434	14	0
1.933386207	14	0
2.277676	14	0
2.265224457	14	0
2.282758713	14	0
0.8810845	13	0
2.040220737	13	0
1.833003402	13	0
1.774200201	13	0
1.822308302	13	0
2.657274485	13	0
2.774627	13	0
2.851786	13	0
1.543309689	12	0
1.570217252	12	0
1.656601787	12	0
1.660871625	12	0
2.001000166	12	0
1.871322274	12	0
1.890475392	12	0
2.035432339	12	0
1.413112283	14	0
1.667773485	14	0
1.922096	14	0
1.741374	14	0
2.011050463	14	0
2.223543	14	0
2.088562489	14	0
2.34130764	14	0
1.302817583	12	0
1.330724478	12	0
1.299566388	12	0
1.631099463	12	0
1.659153461	12	0
1.648178697	12	0
1.554003239	12	0
1.93374753	12	0
1.853464723	13	0
1.609438	13	0
1.690503359	13	1
1.537495255	13	1
2.041054487	13	0
1.920112491	13	0
2.113619	13	0
2.217754	13	0
1.510342717	12	0
1.510857105	12	0
1.061894655	12	0
1.350716591	12	0
1.21604538	12	0
1.173910737	12	0
1.340429	12	0
1.381505847	12	0
1.622382283	8	0
1.7525388	8	1
1.934756	8	1
1.778595328	8	1
1.868611	8	1
2.011084318	8	1
2.251372337	8	1
2.250543594	8	1
1.530746579	11	0
1.339992881	11	0
1.659569144	11	0
1.383422613	11	0
1.5115062	11	0
1.425035238	11	0
1.443959832	11	0
1.444379091	11	0
1.750865817	12	0
1.832376361	12	0
1.755041838	12	1
1.782105446	12	0
1.721767	12	0
1.73331058	12	1
1.764681578	12	0
1.907599	12	0
0.5567801	15	0
1.554713	15	0
1.68683362	15	0
1.644792795	15	0
2.21279	15	0
1.894876838	15	0
1.79108274	15	0
2.058709383	15	0
1.543309689	8	0
1.689480662	8	0
1.877644181	8	0
2.589254379	8	0
2.738599	8	0
1.861752868	8	0
1.911142	8	0
1.907599	8	0
1.059776306	8	0
1.467701674	8	0
1.339763165	8	0
1.29462719	8	0
1.251763463	8	0
1.332202554	8	0
1.285940886	8	0
1.286195636	8	0
1.764698148	12	0
-0.723918855	12	0
1.890843391	12	0
2.088315487	12	0
2.206275463	12	0
2.15900445	12	0
2.221297	12	0
1.583854198	12	0
1.770083	12	1
1.601716	12	1
1.547402501	12	1
1.786034703	12	1
1.682546377	12	1
1.720499396	12	1
1.799961448	12	1
1.760995507	12	1
0.20628643	10	0
1.121049643	10	0
1.086117387	10	1
1.268914819	10	1
1.099372625	10	1
1.345229149	10	1
1.900045	10	0
1.515391827	10	0
2.036455393	13	0
1.142368317	13	0
1.378535867	13	0
1.47375381	13	0
1.474907	13	0
1.416282415	13	0
1.498433352	13	0
1.500852585	13	0
1.178336	12	1
1.087287188	12	1
0.007734179	12	0
0.796704948	12	0
1.037228346	12	0
1.208374143	12	0
1.204458833	12	0
1.85708046	12	0
0.9743966	12	0
2.465104	12	0
1.05503571	12	0
1.142764807	12	0
1.012746572	12	0
1.072814584	12	0
1.059984684	12	0
0.9269267	12	0
1.033779383	10	0
1.292641	10	1
1.314466357	10	0
1.258214831	10	0
1.64727819	10	0
1.765961766	10	0
1.799961448	10	0
1.810687423	10	0
1.375923	12	1
1.353907824	12	1
1.349576831	12	0
1.351197481	12	0
1.370305777	12	0
1.401318669	12	0
1.580542803	12	0
1.635995	12	1
0.9788978	10	1
1.241713166	10	0
1.259720445	10	0
1.032262921	10	0
1.196193576	10	0
1.168104529	10	0
1.366404533	10	0
1.398313	10	0
1.311867356	12	0
1.222665	12	0
1.408866644	12	1
1.574341	12	0
1.455858827	12	0
1.874824882	12	0
1.87394619	12	0
1.733726382	12	0
1.576051474	13	0
1.742017388	13	0
1.778826833	13	0
1.87116158	13	0
1.656395555	13	0
1.783029675	13	0
1.594825149	13	0
1.9950912	13	0
1.324701309	11	0
1.347073674	11	0
1.56267	11	0
3.200689	11	0
1.838301	11	0
1.870448589	11	0
0.8257647	11	0
1.844714403	11	0
1.176472902	12	0
1.324259	12	0
1.235966325	12	0
1.592994	12	0
1.725366354	12	0
1.820029	12	0
1.836141109	12	0
1.861079	12	0
2.111690521	12	0
2.170552254	12	0
2.134839296	12	0
2.072430134	12	0
2.040541	12	0
2.01895833	12	0
2.167382479	12	0
1.873488426	12	0
0.5609792	12	1
1.546365261	12	0
1.531898379	12	0
1.591878653	12	0
1.685168	12	0
1.648178697	12	0
1.565979362	12	0
2.068422556	12	0
-0.3845819	15	1
1.886070132	15	1
1.987385154	15	1
2.136661	15	1
1.804233789	15	1
2.130121469	15	0
2.631413221	15	0
2.793118	15	0
1.62484169	11	0
1.616873	11	0
1.429619431	11	0
1.73646	11	0
1.716041565	11	0
1.809021235	11	0
1.799961448	11	0
2.183852434	11	0
1.78447175	11	0
1.934860349	11	1
2.026975632	11	0
2.109821796	11	0
2.128833532	11	0
2.094465733	11	1
2.256719828	11	0
2.910901	11	0
1.461624742	12	1
1.682905	12	1
1.872825	12	0
2.043863773	12	0
2.350375652	12	0
2.387135506	12	0
2.410870552	12	0
2.480118	12	0
1.630321145	11	1
1.683545828	11	1
1.781017423	11	1
1.381638527	11	1
2.030624151	11	1
1.810697675	11	1
2.012397528	11	1
2.320032835	11	1
0.6435003	11	0
0.8979416	11	0
1.278796554	11	1
1.335449219	11	1
1.526200294	11	0
1.434203506	11	0
0.060374726	11	0
1.393776	11	0
1.389388084	15	0
1.241713166	15	0
0.9859088	15	0
1.144054294	15	0
1.654600501	15	0
1.648178697	15	1
1.333059907	15	1
1.738180757	15	0
2.364290237	15	0
2.337618	15	0
2.416440487	15	0
2.513867378	15	0
2.647627354	15	0
2.636213303	15	0
2.718755245	15	0
2.768744	15	0
0.937174	12	1
1.018830419	12	0
1.11995852	12	0
0.8383898	12	0
1.246248245	12	0
1.197977781	12	0
1.25341773	12	0
1.301463127	12	0
1.654456258	13	0
1.589547753	13	0
1.748772264	13	1
1.870592117	13	1
2.05411	13	1
1.903898478	13	1
2.083877	13	1
2.282292366	13	1
1.447999597	12	0
1.241713166	12	0
1.380348444	12	0
0.9809696	12	0
1.394864321	12	0
1.401318669	12	0
1.494579792	12	0
1.362457633	12	0
1.005991101	11	0
1.637409568	11	0
1.570719123	11	0
1.757986307	11	0
1.90386	11	0
1.833582	11	0
1.985459	11	0
1.948571205	11	0
1.074007511	11	0
0.966762	11	0
1.324259	11	0
0.560658	11	0
1.682546377	11	0
1.858743548	11	0
1.991016626	11	0
2.148761	11	0
1.166015506	12	0
1.862028718	12	0
1.850352	12	0
1.83412075	12	0
1.928381324	12	0
1.85985	12	0
2.009259	12	0
2.29861927	12	0
1.508624196	11	0
1.506138325	11	0
1.914808	11	0
1.819908619	11	0
1.693128467	11	0
1.682080269	11	0
1.715822	11	0
1.747149467	11	0
2.023541689	12	1
2.00429368	12	1
1.86106	12	1
2.071156	12	1
1.99527669	12	1
1.991969	12	1
2.021503687	12	1
1.997938156	12	1
-0.247380778	12	0
2.283537	12	0
1.294700146	12	1
1.150046	12	0
1.571050882	12	0
-0.742699	12	0
1.851254702	12	0
1.97287035	12	0
1.904955506	11	1
1.879262328	11	0
1.746195674	11	1
2.093135	11	0
1.844763756	11	0
1.678162217	11	0
1.765622	11	0
1.759842277	11	1
2.359059334	12	1
1.923095465	12	0
1.404926896	12	0
0.7995499	12	0
1.314082265	12	0
1.261347771	12	0
1.498433352	12	0
1.550128579	12	0
1.483892441	13	0
1.233988643	13	0
1.532616496	13	0
1.658470631	13	0
1.816277623	13	0
2.015903473	13	0
2.356572	13	0
1.316654921	13	1
0.8943958	10	0
1.043349624	10	0
1.342459679	10	0
1.311010599	10	0
1.012559	10	0
1.3298738	10	0
1.838888	10	0
2.217754	10	0
2.005680323	12	1
1.759996533	12	1
1.873217463	12	1
1.816977262	12	0
1.869561195	12	0
2.058447	12	0
2.234247	12	0
2.225134	12	0
2.007615328	12	0
2.263364315	12	0
2.240549803	12	0
2.348436594	12	1
2.488045216	12	0
2.468285561	12	1
2.346576214	12	1
2.490344763	12	0
1.676566482	12	1
1.572434306	12	1
1.764703751	12	1
1.81502223	12	1
1.772158504	12	1
1.846004486	12	1
1.845355	12	1
1.812288761	12	1
1.296599865	10	0
1.61466	10	0
1.250571251	10	1
1.491859317	10	1
1.890576243	10	0
1.943643	10	0
2.054195642	10	0
2.035432339	10	0
1.467417598	12	0
1.961658478	12	1
2.07207346	12	1
2.105471134	12	1
2.051931	12	1
2.333261251	12	1
2.471034288	12	1
2.45414257	12	1
-0.021080988	11	0
-0.148845628	11	0
0.1806953	11	0
-0.03615448	11	0
0.397348136	11	0
0.9726213	11	0
0.563094437	11	0
0.75907	11	0
1.462084293	11	0
0.3267932	11	0
1.563962221	11	0
1.113192558	11	0
1.209602714	11	1
1.129472136	11	0
1.354513884	11	0
0.4922438	11	0
2.168267	12	1
2.483169	12	1
1.900223851	12	1
2.60296	12	1
2.328792	12	1
2.189776	12	1
2.228549	12	1
2.323114395	12	1
1.342639089	12	0
1.295780301	12	0
1.233745	12	0
1.204113126	12	0
1.307853	12	0
1.47827971	12	0
1.458212137	12	0
1.649769783	12	0
1.188704252	10	0
1.48573935	10	0
1.22340858	10	0
1.64744854	10	0
1.800329447	10	0
1.871322274	10	0
1.832206488	10	0
1.975562	10	0
1.387375	13	0
1.464856625	13	0
1.273565888	13	0
1.443047166	13	0
1.631253123	13	0
1.948283315	13	0
2.06208539	13	0
2.127762794	13	0
1.64645052	12	0
1.094869256	12	0
2.092913628	12	0
1.387717605	12	0
1.845065355	12	1
2.171426773	12	0
2.341966391	12	0
2.015887737	12	0
1.957224	14	1
1.727465153	14	1
2.058228254	14	1
2.390386343	14	0
2.429760695	14	1
2.629008	14	0
2.342639208	14	0
2.400075436	14	0
1.091324568	12	0
1.445717812	12	0
1.450552702	12	1
1.47855	12	0
1.549015	12	0
1.47827971	12	0
1.494579792	12	0
1.589145184	12	1
1.056437373	12	0
1.029619455	12	0
1.381417394	12	1
1.437728	12	1
1.618007898	12	1
-0.5937817	12	0
1.640533686	12	0
1.649769783	12	1
1.649739265	9	0
-0.4054651	9	0
1.005805254	9	0
1.152693629	9	0
1.421092868	9	0
1.273485303	9	1
1.238150239	9	0
1.706928253	9	0
1.637381673	13	0
1.719438791	13	0
1.926892161	13	0
1.99213171	13	0
2.176565	13	0
2.071103	13	0
2.401301146	13	0
2.342917	13	0
2.035786152	12	0
1.929381	12	0
1.898800373	12	0
2.088315487	12	0
2.023473	12	1
2.011084318	12	1
2.074398279	12	1
2.055235	12	1
1.379098415	14	0
1.763172	14	0
2.108060598	14	0
1.811385	14	0
1.743171	14	0
1.947357	14	0
2.137335539	14	0
1.812896132	14	0
1.567888141	12	0
1.539057136	12	0
1.285038233	12	0
1.437728	12	0
1.762589	12	0
1.514647365	12	0
1.494579792	12	0
1.301463127	12	0
0.9020412	11	0
1.078809619	11	1
1.562516212	11	1
1.844167352	11	1
1.90569	11	1
2.062377453	11	1
2.166461468	11	1
2.360254	11	1
1.224856	11	0
0.9346399	11	0
1.105123401	11	0
1.440295458	11	0
1.208278298	11	0
0.9550316	11	0
1.554003239	11	0
1.494834542	11	0
1.197268	10	1
0.6295857	10	1
0.5838037	10	0
0.9254099	10	0
1.112001538	10	0
1.075613737	10	0
1.476225495	10	0
1.528573871	10	0
1.186690092	12	1
1.306251645	12	1
1.735641479	12	1
1.682248116	12	0
1.872977614	12	1
1.905983	12	1
2.026607513	12	1
2.006702423	12	0
2.185739	12	1
2.190016508	12	1
2.18925643	12	1
2.102063417	12	1
2.143361568	12	1
2.113796473	12	1
2.179110289	12	1
2.282292366	12	1
1.378739595	12	0
1.049822092	12	0
1.312424541	12	0
1.228377819	12	0
1.143549919	12	0
1.266992807	12	0
1.126232386	12	0
1.067848325	12	0
1.462527633	12	1
1.547507	12	0
1.335057855	12	0
1.219329476	12	0
1.47832191	12	0
2.021294355	12	0
1.734704137	12	0
1.785409689	12	0
1.602150202	12	0
1.634755731	12	0
1.739293575	12	0
1.781120658	12	0
1.805086613	12	0
2.09965682	12	0
2.066472292	12	0
1.930071831	12	0
0.339826077	13	0
0.7121954	13	0
1.144321203	13	1
0.9807901	13	0
1.58879137	13	1
1.821450472	13	1
1.964918	13	1
1.989130855	13	1
1.918003201	13	0
1.847849	13	0
1.973173	13	0
2.101274729	13	0
2.045452	13	0
2.110339165	13	0
2.087185621	13	0
2.076887608	13	0
1.711226225	12	1
1.655593634	12	1
1.680934	12	0
1.562670588	12	0
1.641203403	12	0
1.535849571	12	0
1.563572645	12	1
1.61899817	12	0
0.9486405	10	0
1.06738615	10	0
1.275468826	10	1
1.219725847	10	0
1.069441915	10	0
1.244687915	10	0
1.030274153	10	0
1.44160974	10	0
1.840041637	13	0
1.798149228	13	0
2.098899126	13	0
2.267007351	13	0
2.369424	13	0
2.396051	13	0
2.452834606	13	0
2.577756643	13	0
1.219386578	12	1
1.295188785	12	0
1.039369226	12	1
1.115516	12	0
1.233050704	12	1
1.36049664	12	0
1.570746899	12	0
1.589145184	12	1
2.14114666	11	1
2.15615654	11	1
2.262211	11	1
2.285025835	11	1
2.436318159	11	1
2.309577227	11	1
2.35203	11	1
2.313064	11	1
1.543309689	9	0
1.562185	9	0
1.502950788	9	1
0.880942	9	0
0.231112719	9	1
1.20086658	9	0
0.9096462	9	0
1.02070117	9	0
0.7548524	12	0
1.088661909	12	0
1.017158866	12	1
0.9897033	12	0
1.010018468	12	1
1.05376637	12	0
0.9250137	12	0
0.9024289	12	0
1.447999597	12	0
1.347073674	12	0
1.285038233	12	0
1.350716591	12	0
1.43568635	12	1
1.44053936	12	0
1.628111124	12	0
1.67875731	12	0
1.788325429	12	0
1.683545828	12	1
1.872825	12	0
1.660871625	12	0
1.618007898	12	0
1.648178697	12	0
1.688735843	12	0
1.760995507	12	0
1.602150202	12	1
1.570217252	12	0
1.667688727	12	1
1.35486722	12	1
1.51870966	12	1
1.514647365	12	1
1.745894194	12	0
1.952050686	12	1
1.978627801	14	0
2.14907527	14	0
2.297708	14	0
2.085754871	14	0
2.186403275	14	0
2.011084318	14	0
2.03357625	14	0
1.907599	14	0
1.109545112	10	1
1.281934381	10	0
1.253878117	10	0
1.265068412	10	0
1.26133287	10	0
1.273736119	10	0
1.37168169	10	0
1.524296522	10	1
0.624082148	13	0
1.261551499	13	0
1.627619	13	0
1.622289896	13	0
1.620272875	13	0
1.595732212	13	0
1.71772337	13	0
1.631644	13	0
1.891335	12	0
1.788906455	12	0
1.835084558	12	0
1.887906313	12	0
1.84700644	12	0
1.888944	12	0
1.922810793	12	0
1.833491	12	0
1.554879	13	0
1.647178292	13	0
1.686495304	13	0
1.640532851	13	0
1.743171	13	0
2.026055813	13	0
1.946565	13	0
1.973556876	13	0
1.4792521	13	0
1.825711727	13	0
1.69149363	13	0
1.808791757	13	0
1.98256731	13	0
1.983113647	13	0
2.826184273	13	0
2.411125183	13	0
1.336850286	9	0
1.494378805	9	1
2.040753603	9	0
1.992973	9	0
1.93921268	9	0
2.088662863	9	0
2.284577	9	0
1.936704278	9	0
2.293602	13	1
1.565736651	13	0
1.812653	13	0
1.898543239	13	0
2.007620811	13	0
2.143556595	13	0
3.397526	13	0
2.071349621	13	0
0.3789327	9	0
1.07513988	9	0
0.7465227	9	0
1.206616282	9	0
1.185723662	9	0
1.32739675	9	0
1.198237777	9	0
1.408656836	9	0
1.184034	12	0
1.718664	12	0
1.696498394	12	0
1.725410104	12	0
1.975124478	12	0
0.9419309	12	0
1.420471787	12	0
1.646477699	12	0
1.162724257	9	0
1.203972816	9	0
1.080877185	9	0
0.8325664	9	0
1.182237387	9	0
1.36049664	9	0
1.357177	9	0
1.381505847	9	0
1.666561246	15	0
1.337504148	15	0
1.372461	15	0
1.57787466	15	0
1.114503384	15	0
1.70801878	15	0
1.800527215	15	0
1.960708737	15	0
1.304898739	12	0
1.316561	12	0
1.731809616	12	0
1.531016	12	0
1.920218	12	0
1.578365684	12	0
2.050057411	12	0
1.946507215	12	0
1.400209	12	0
1.625932217	12	0
1.907714367	12	0
1.705051	12	0
1.818678617	12	0
1.772909	12	0
1.723421335	12	0
2.043400526	12	0
1.458102822	14	1
1.760079145	14	1
1.788678169	14	1
2.052928448	14	1
2.436478376	14	0
2.901422501	14	0
3.079569578	14	0
2.624699354	14	0
2.068576	12	1
2.158003807	12	1
2.201329	12	1
2.092654	12	1
2.475539	12	1
2.216986	12	1
2.267264843	12	1
2.277177334	12	1
1.863936	12	1
1.617106	12	1
1.86695981	12	1
1.782387495	12	1
1.868831873	12	1
1.803320646	12	1
1.66559422	12	1
1.71697855	12	1
2.14114666	15	0
2.201489	15	0
2.181126356	15	0
2.267007351	15	0
2.421503	15	0
2.430938	15	0
2.583622694	15	0
2.649536371	15	0
1.515658259	12	0
1.293767	12	0
1.367688537	12	0
1.676213	12	0
1.975542426	12	1
2.133686543	12	1
2.113619	12	1
2.183852434	12	1
0.5911323	12	0
0.6889892	12	0
0.8467833	12	0
1.192522	12	0
0.9618112	12	0
0.8861319	12	0
1.000118136	12	0
1.723409414	12	0
0.483651549	10	0
